number,hhid,region,mpi_status,protected_exposure_5km,protected_exposure_10km,protected_exposure_15km,head_sex,head_age,marital_status,hsize,working_rate,distance_from_nearest_city_km,hfi_2016,elevation_km,slope_o,tourism_exposure,pub_lat_mod
2226,H3310701,Central,0,0,0.009993318,0.032332677,0,64,0,7,0.333333333,3.300372225,46.37883377,1179.0625,2.202648163,0,0.29327092
2227,H3310901,Central,0,0,0.009993318,0.032332677,0,36,0,3,0,3.300372225,46.37883377,1179.0625,2.202648163,0,0.29327092
2228,H3311001,Central,0,0,0.009993318,0.032332677,0,31,0,3,0,3.300372225,46.37883377,1179.0625,2.202648163,0,0.29327092
2229,H3320101,Central,0,0,0.02475247,0.047502588,0,49,0,7,0,9.811514508,40.80531311,1171,4.693027973,0,0.24277423
2230,H3320201,Central,0,0,0.02475247,0.047502588,0,54,0,6,0.222222222,9.811514508,40.80531311,1171,4.693027973,0,0.24277423
2231,H3320301,Central,0,0,0.000249526,0.00865835,0,37,0,3,1,3.756426352,38.33427048,1223.9375,4.283600807,0,0.33075041
2232,H3320401,Central,0,0,0.02475247,0.047502588,1,28,1,2,0,9.811514508,40.80531311,1171,4.693027973,0,0.24277423
2233,H3320501,Central,0,0,0.02475247,0.047502588,0,71,0,6,0,9.811514508,40.80531311,1171,4.693027973,0,0.24277423
2234,H3320601,Central,0,0,0.014231153,0.049381189,0,34,1,1,1,9.895184905,48.19461823,1167.75,2.283467054,0,0.30371496
2235,H3320801,Central,0,0,0.02475247,0.047502588,1,26,0,6,0,9.811514508,40.80531311,1171,4.693027973,0,0.24277423
2236,H3320901,Central,1,0,0.018762407,0.053888273,0,31,0,4,0,10.38981133,41.31864548,1168.9375,3.004655123,0,0.29977542
2237,H3321001,Central,0,0,0.02475247,0.047502588,0,43,0,4,0,9.811514508,40.80531311,1171,4.693027973,0,0.24277423
2238,H3330301,Central,0,0.024857036,0.074897657,0.048624497,1,55,0,3,0.4,6.383637537,46.11672592,1163.5625,1.890819311,0,0.33603036
2239,H3330501,Central,0,0.024857036,0.074897657,0.048624497,0,28,1,1,0,6.383637537,46.11672592,1163.5625,1.890819311,0,0.33603036
2240,H3330601,Central,0,0.024857036,0.074897657,0.048624497,0,52,0,4,0.25,6.383637537,46.11672592,1163.5625,1.890819311,0,0.33603036
2241,H3330801,Central,0,0.024857036,0.074897657,0.048624497,0,43,0,5,0,6.383637537,46.11672592,1163.5625,1.890819311,0,0.33603036
2242,H3330901,Central,0,0.002304166,0.010268807,0.020719434,1,31,1,3,0,7.252744222,37.3977356,1161.8125,2.740311623,0,0.25813642
2243,H3331001,Central,0,0.024857036,0.074897657,0.048624497,0,48,0,4,0,6.383637537,46.11672592,1163.5625,1.890819311,0,0.33603036
2251,H3350101,Central,1,0.150567767,0.320742408,0.247626868,1,47,0,4,0,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2252,H3350201,Central,1,0.150567767,0.320742408,0.247626868,0,37,0,5,0.5,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2253,H3350301,Central,1,0.150567767,0.320742408,0.247626868,0,62,0,11,0,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2254,H3350401,Central,1,0.150567767,0.320742408,0.247626868,1,45,1,5,0.5,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2255,H3350501,Central,1,0.150567767,0.320742408,0.247626868,0,42,0,5,0.5,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2256,H3350601,Central,0,0.150567767,0.320742408,0.247626868,0,48,0,5,0,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2257,H3350701,Central,1,0.150567767,0.320742408,0.247626868,1,43,0,3,0.5,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2258,H3350801,Central,1,0.150567767,0.320742408,0.247626868,0,36,0,11,0,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2260,H3351001,Central,1,0.150567767,0.320742408,0.247626868,0,60,0,7,0,89.5425507,23.15788078,1180.875,3.853032827,0,0.83628041
2261,H3360101,Central,0,0,0,0,0,38,0,4,0,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2262,H3360201,Central,0,0,0,0,1,47,1,7,0.5,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2263,H3360401,Central,1,0,0,0,0,41,0,9,0.333333333,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2264,H3360501,Central,1,0,0,0,0,48,0,5,0,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2265,H3360601,Central,0,0,0,0,0,44,0,6,0,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2266,H3360701,Central,0,0,0,0,0,27,0,4,0,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2267,H3360801,Central,0,0,0,0,0,24,0,2,0,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2268,H3360901,Central,0,0,0,0,0,43,0,9,0,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2269,H3361001,Central,1,0,0,0,0,29,0,3,0.5,30.28912017,30.20527458,1096.5625,1.236318111,0,0.83518058
2270,H3370101,Central,0,0.007799683,0.019426032,0.020441315,0,38,0,1,1,3.480844856,31.85959244,1223.5,3.948411465,0,-0.35296872
2271,H3370201,Central,0,0.180077421,0.130254791,0.107847656,0,50,1,4,1,56.2657491,15.55650139,1221.75,4.487245083,0,0.10704779
2272,H3370301,Central,0,0.180077421,0.130254791,0.107847656,0,44,0,5,0.333333333,56.2657491,15.55650139,1221.75,4.487245083,0,0.10704779
2273,H3370401,Central,0,0.180077421,0.130254791,0.107847656,0,46,0,1,0,56.2657491,15.55650139,1221.75,4.487245083,0,0.10704779
2275,H3370601,Central,0,0.053967573,0.134117841,0.184113504,0,30,0,3,0.5,19.81047177,29.93891525,1177.125,3.274045944,0,0.24054869
2276,H3370701,Central,0,0.220344514,0.281249385,0.314549358,1,38,0,2,1,29.49511473,25.76195717,1219.375,4.318725586,0,0.23775452
2277,H3370801,Central,0,0.180077421,0.130254791,0.107847656,1,35,1,1,0,56.2657491,15.55650139,1221.75,4.487245083,0,0.10704779
2278,H3370901,Central,1,0.180077421,0.130254791,0.107847656,0,55,1,1,1,56.2657491,15.55650139,1221.75,4.487245083,0,0.10704779
2280,H3380201,Central,0,0.372546886,0.245174631,0.139915848,1,34,0,4,0.5,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2281,H3380401,Central,0,0.372546886,0.245174631,0.139915848,0,37,1,3,0.333333333,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2282,H3380501,Central,0,0.372546886,0.245174631,0.139915848,1,29,0,4,0.5,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2283,H3380601,Central,1,0.372546886,0.245174631,0.139915848,0,67,0,5,0,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2284,H3380701,Central,0,0.372546886,0.245174631,0.139915848,0,55,0,8,0.25,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2285,H3380801,Central,1,0.372546886,0.245174631,0.139915848,1,48,1,7,0,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2286,H3380901,Central,0,0.372546886,0.245174631,0.139915848,1,66,1,7,1,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2287,H3381001,Central,0,0.372546886,0.245174631,0.139915848,0,23,1,1,1,26.49357671,22.03514862,1152.9375,2.814431429,0,0.37103033
2288,H3390101,Central,1,0,0.000656299,0.027001594,0,26,0,4,0.5,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2290,H3390301,Central,1,0,0.000656299,0.027001594,0,40,0,7,0.5,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2291,H3390401,Central,0,0,0.000656299,0.027001594,0,26,0,3,0,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2292,H3390501,Central,1,0,0.000656299,0.027001594,0,40,0,4,0,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2293,H3390601,Central,0,0,0.000656299,0.027001594,0,24,1,1,0,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2294,H3390701,Central,0,0,0.000656299,0.027001594,1,51,0,4,0,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2295,H3390801,Central,1,0,0.000656299,0.027001594,1,19,1,5,0.333333333,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2296,H3390901,Central,0,0,0.000656299,0.027001594,1,31,0,5,1,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2297,H3391001,Central,0,0,0.000656299,0.027001594,0,45,1,1,1,35.45613175,25.02645302,1087.1875,1.263545036,0,0.64725655
2298,H3400101,Central,1,0,0,0.002785548,0,25,0,2,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2299,H3400201,Central,0,0,0,0.002785548,0,31,0,5,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2300,H3400301,Central,0,0,0,0.002785548,0,59,0,2,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2301,H3400501,Central,0,0,0,0.002785548,1,32,0,7,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2302,H3400601,Central,1,0,0,0.002785548,1,78,0,5,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2303,H3400701,Central,1,0,0,0.002785548,1,76,1,3,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2304,H3400801,Central,1,0,0,0.002785548,0,34,0,8,0.5,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2305,H3400901,Central,1,0,0,0.002785548,0,36,0,3,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2306,H3401001,Central,1,0,0,0.002785548,1,51,1,7,0,29.99302129,18.15966797,1092.75,1.737317204,0,0.6258381
2307,H3410101,Central,1,0.360703679,0.097700359,0.043422382,0,58,0,3,0,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2308,H3410201,Central,1,0.360703679,0.097700359,0.043422382,0,37,0,5,0.5,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2309,H3410301,Central,1,0.360703679,0.097700359,0.043422382,0,61,0,3,0,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2310,H3410401,Central,0,0.360703679,0.097700359,0.043422382,0,66,0,4,0,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2312,H3410601,Central,1,0.360703679,0.097700359,0.043422382,0,30,0,3,0,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2313,H3410701,Central,1,0.360703679,0.097700359,0.043422382,0,42,0,6,0.5,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2314,H3410801,Central,1,0.360703679,0.097700359,0.043422382,0,28,0,4,0.5,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2315,H3410901,Central,1,0.360703679,0.097700359,0.043422382,1,48,1,4,0,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2316,H3411001,Central,1,0.360703679,0.097700359,0.043422382,1,57,1,5,0,54.4537256,23.02396774,1257.375,2.818164349,0,-0.59989041
2317,H3420101,Central,1,0.403102054,0.156414342,0.071328677,0,38,0,7,1,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2318,H3420201,Central,1,0.403102054,0.156414342,0.071328677,0,29,0,3,1,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2319,H3420301,Central,1,0.403102054,0.156414342,0.071328677,0,71,0,7,1,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2320,H3420401,Central,1,0.403102054,0.156414342,0.071328677,0,35,0,9,0,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2321,H3420501,Central,1,0.403102054,0.156414342,0.071328677,1,51,1,3,0,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2322,H3420601,Central,1,0.403102054,0.156414342,0.071328677,1,57,1,3,0,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2323,H3420701,Central,1,0.403102054,0.156414342,0.071328677,0,42,0,6,0.5,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2324,H3420801,Central,1,0.403102054,0.156414342,0.071328677,1,64,1,4,0,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2325,H3420901,Central,1,0.403102054,0.156414342,0.071328677,0,24,0,3,0,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2326,H3421001,Central,1,0.403102054,0.156414342,0.071328677,0,30,0,6,1,68.71531604,24.53141594,1313.25,6.436865807,0,-0.76928091
2327,H3430201,Central,1,0,0.121853591,0.145391281,0,62,0,5,0.5,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2328,H3430401,Central,1,0,0.121853591,0.145391281,1,64,1,6,0,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2329,H3430501,Central,1,0,0.121853591,0.145391281,1,33,0,5,0,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2330,H3430601,Central,1,0,0.121853591,0.145391281,0,36,0,8,0,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2331,H3430801,Central,1,0,0.121853591,0.145391281,1,55,1,6,0,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2332,H3430802,Central,1,0,0.121853591,0.145391281,1,20,1,2,0,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2333,H3430901,Central,1,0,0.121853591,0.145391281,0,43,1,1,1,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2334,H3431001,Central,0,0,0.121853591,0.145391281,0,36,0,5,0,37.11211449,23.26198959,1280.875,2.861671209,0,-0.27980193
2335,H3440101,Central,1,0.219652242,0.117047841,0.06108813,1,43,1,6,0,89.74889883,16.20542908,1053.0625,0.783444583,0,1.3371072
2336,H3440201,Central,1,0.219652242,0.117047841,0.06108813,0,37,0,8,0.5,89.74889883,16.20542908,1053.0625,0.783444583,0,1.3371072
2338,H3440401,Central,1,0.219652242,0.117047841,0.06108813,0,28,0,5,0.5,89.74889883,16.20542908,1053.0625,0.783444583,0,1.3371072
2339,H3440501,Central,1,0.219652242,0.117047841,0.06108813,0,44,0,11,0.333333333,89.74889883,16.20542908,1053.0625,0.783444583,0,1.3371072
2340,H3440601,Central,1,0.219652242,0.117047841,0.06108813,0,39,0,11,0,89.74889883,16.20542908,1053.0625,0.783444583,0,1.3371072
2341,H3440701,Central,1,0.219652242,0.117047841,0.06108813,0,43,0,9,0,89.74889883,16.20542908,1053.0625,0.783444583,0,1.3371072
2343,H3441001,Central,1,0.219652242,0.117047841,0.06108813,0,24,0,4,0,89.74889883,16.20542908,1053.0625,0.783444583,0,1.3371072
2344,H3450201,Central,0,0.308688483,0.18587182,0.127216664,0,30,0,4,1,26.39894284,36.97246552,1146,1.832087636,0,0.093362376
2345,H3450301,Central,0,0.308688483,0.18587182,0.127216664,0,61,0,6,0.333333333,26.39894284,36.97246552,1146,1.832087636,0,0.093362376
2346,H3450601,Central,0,0.308688483,0.18587182,0.127216664,0,31,0,4,0.5,26.39894284,36.97246552,1146,1.832087636,0,0.093362376
2347,H3450701,Central,1,0.308688483,0.18587182,0.127216664,0,31,0,3,0.5,26.39894284,36.97246552,1146,1.832087636,0,0.093362376
2348,H3450801,Central,1,0.308688483,0.18587182,0.127216664,1,39,1,4,0,26.39894284,36.97246552,1146,1.832087636,0,0.093362376
2349,H3450901,Central,1,0.308688483,0.18587182,0.127216664,0,39,0,4,0.5,26.39894284,36.97246552,1146,1.832087636,0,0.093362376
2350,H3451001,Central,0,0.035171061,0.124804047,0.106243747,1,52,1,1,0.333333333,19.49231253,41.05014801,1223.875,5.590249538,0,0.35020003
2351,H3460201,Central,1,0,0.004032251,0.042330662,1,42,1,3,0,10.81645086,35.9381485,1209.1875,3.031760216,0,0.36744729
2352,H3460301,Central,1,0,0.004032251,0.042330662,0,37,0,9,1,10.81645086,35.9381485,1209.1875,3.031760216,0,0.36744729
2354,H3460501,Central,0,0,0.004032251,0.042330662,0,56,0,2,0.666666667,10.81645086,35.9381485,1209.1875,3.031760216,0,0.36744729
2355,H3460601,Central,0,0,0.004032251,0.042330662,0,46,0,7,0.333333333,10.81645086,35.9381485,1209.1875,3.031760216,0,0.36744729
2356,H3460701,Central,0,0,0.004032251,0.042330662,0,52,0,6,0.25,10.81645086,35.9381485,1209.1875,3.031760216,0,0.36744729
2357,H3460801,Central,0,0,0.004032251,0.042330662,0,26,0,3,0,10.81645086,35.9381485,1209.1875,3.031760216,0,0.36744729
2358,H3461001,Central,1,0,0.004032251,0.042330662,1,29,1,4,0.5,10.81645086,35.9381485,1209.1875,3.031760216,0,0.36744729
2359,H3470101,Central,0,0.2142885,0.108653467,0.073676016,0,30,0,6,0.2,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2360,H3470201,Central,0,0.2142885,0.108653467,0.073676016,0,46,0,4,1,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2361,H3470301,Central,0,0.2142885,0.108653467,0.073676016,0,50,0,7,0.5,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2362,H3470401,Central,0,0.2142885,0.108653467,0.073676016,0,45,0,8,0.5,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2363,H3470601,Central,0,0.2142885,0.108653467,0.073676016,1,31,0,3,0.5,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2364,H3470701,Central,0,0.2142885,0.108653467,0.073676016,1,59,1,23,0.4,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2365,H3470901,Central,0,0.2142885,0.108653467,0.073676016,0,55,1,1,0,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2366,H3471001,Central,0,0.2142885,0.108653467,0.073676016,0,40,0,4,0,12.67329262,39.91239166,1158.3125,2.270884514,0,0.36318472
2367,H3490101,Central,0,0,0.000240297,0.023767377,1,33,1,4,0,9.066158933,43,1163.6875,1.894907713,0,0.40426329
2368,H3490301,Central,0,0,0.000240297,0.023767377,0,47,0,4,0.25,9.066158933,43,1163.6875,1.894907713,0,0.40426329
2369,H3490401,Central,1,0,0.000240297,0.023767377,0,29,0,4,0.5,9.066158933,43,1163.6875,1.894907713,0,0.40426329
2370,H3490601,Central,0,0,0.000240297,0.023767377,0,38,0,6,0.333333333,9.066158933,43,1163.6875,1.894907713,0,0.40426329
2371,H3490701,Central,0,0,0.000240297,0.023767377,0,47,0,3,0,9.066158933,43,1163.6875,1.894907713,0,0.40426329
2372,H3490901,Central,0,0,0.000240297,0.023767377,0,30,0,2,1,9.066158933,43,1163.6875,1.894907713,0,0.40426329
2373,H3491001,Central,0,0,0.000240297,0.023767377,0,40,0,7,1,9.066158933,43,1163.6875,1.894907713,0,0.40426329
2374,H3500101,Central,1,0.009573781,0.078969887,0.115224223,0,79,0,5,0,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2375,H3500201,Central,1,0.009573781,0.078969887,0.115224223,0,49,0,7,0.4,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2376,H3500301,Central,0,0.009573781,0.078969887,0.115224223,1,56,1,3,0,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2377,H3500401,Central,0,0.009573781,0.078969887,0.115224223,1,44,1,6,0,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2378,H3500501,Central,0,0.009573781,0.078969887,0.115224223,0,49,0,6,0.5,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2379,H3500601,Central,1,0.009573781,0.078969887,0.115224223,1,49,1,3,0,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2380,H3500701,Central,0,0.009573781,0.078969887,0.115224223,0,28,0,4,0.5,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2381,H3500801,Central,0,0.009573781,0.078969887,0.115224223,1,50,1,6,0.333333333,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2382,H3500901,Central,1,0.009573781,0.078969887,0.115224223,1,39,0,9,0.5,43.31179026,15.96206856,1199.9375,3.423776388,0,0.33499315
2384,H3510101,Central,1,0,0.017900447,0.024933404,1,49,1,6,0,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2385,H3510201,Central,0,0,0.017900447,0.024933404,0,40,0,6,1,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2386,H3510301,Central,1,0,0.017900447,0.024933404,0,45,0,7,0,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2387,H3510401,Central,1,0,0.017900447,0.024933404,0,44,0,7,0,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2388,H3510501,Central,0,0,0.017900447,0.024933404,0,56,0,3,0,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2389,H3510601,Central,0,0,0.017900447,0.024933404,0,38,0,3,0,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2390,H3510602,Central,0,0.057860272,0.141463483,0.184260678,1,30,1,3,0,93.67273288,29.47433472,1147.25,1.752640247,0,0.91543138
2391,H3510701,Central,0,0,0.017900447,0.024933404,0,51,0,1,1,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2392,H3510801,Central,1,0,0.017900447,0.024933404,0,41,0,7,0,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2393,H3510901,Central,0,0,0.017900447,0.024933404,0,46,0,7,0,52.75655422,15.5761919,1172.6875,2.707764149,0,0.57192123
2394,H3511001,Central,1,0,0,0.002676223,0,32,0,5,1,7.300804278,44.00042343,1194.9375,2.762179136,0,0.37599328
2395,H3520101,Central,0,0.210198494,0.297309243,0.325690839,1,29,0,5,0,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2396,H3520201,Central,0,0.210198494,0.297309243,0.325690839,0,29,1,1,1,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2397,H3520301,Central,1,0.210198494,0.297309243,0.325690839,0,40,0,5,0.5,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2398,H3520401,Central,1,0.210198494,0.297309243,0.325690839,1,62,1,8,0,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2399,H3520501,Central,0,0.210198494,0.297309243,0.325690839,1,43,1,5,0,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2400,H3520502,Central,0,0.235610585,0.088365261,0.073061664,0,23,1,1,1,10.9913129,46.16958237,1166.25,2.216914415,0,0.35012743
2401,H3520601,Central,1,0.210198494,0.297309243,0.325690839,0,32,0,5,0,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2402,H3520701,Central,0,0.210198494,0.297309243,0.325690839,1,61,1,2,0,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2403,H3520801,Central,0,0.210198494,0.297309243,0.325690839,1,55,0,8,0.666666667,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2404,H3520802,Central,0,0.021539299,0.10376839,0.094566085,0,37,0,3,0,22.80208529,38.79891205,1187.3125,3.621614456,0,0.3694841
2405,H3521001,Central,0,0.210198494,0.297309243,0.325690839,0,43,0,8,0,26.27109776,28.22491455,1237.875,4.310271263,0,0.38552469
2407,H3530201,Central,0,0.124098893,0.299037392,0.234994179,1,65,0,5,0,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2408,H3530301,Central,1,0.124098893,0.299037392,0.234994179,1,45,1,5,0.5,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2409,H3530401,Central,0,0.124098893,0.299037392,0.234994179,0,75,0,6,0,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2410,H3530601,Central,0,0.124098893,0.299037392,0.234994179,1,46,0,2,0.666666667,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2411,H3530701,Central,1,0.124098893,0.299037392,0.234994179,1,33,1,7,0,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2412,H3530801,Central,1,0.124098893,0.299037392,0.234994179,1,39,1,5,0,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2413,H3530901,Central,0,0.124098893,0.299037392,0.234994179,0,30,0,3,0,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2414,H3531001,Central,0,0.124098893,0.299037392,0.234994179,0,31,0,6,0,7.463659248,29.88072205,1222.375,2.480546474,0,0.41141748
2425,H3550101,Central,0,0.3246762,0.286461914,0.223921639,0,18,0,2,0,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2426,H3550201,Central,0,0.3246762,0.286461914,0.223921639,0,47,0,6,0.25,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2427,H3550301,Central,0,0.3246762,0.286461914,0.223921639,0,22,1,2,0.5,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2428,H3550401,Central,0,0.3246762,0.286461914,0.223921639,1,52,1,2,0,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2429,H3550501,Central,1,0.3246762,0.286461914,0.223921639,0,46,0,6,0,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2430,H3550601,Central,1,0.3246762,0.286461914,0.223921639,0,47,0,12,0,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2432,H3550801,Central,1,0.3246762,0.286461914,0.223921639,1,79,1,10,0,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2433,H3551001,Central,0,0.3246762,0.286461914,0.223921639,1,63,1,3,0,33.51753975,21.96066475,1199.4375,1.628101349,0,0.29021841
2434,H3560101,Central,1,0,0,0,1,61,1,10,1,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2435,H3560201,Central,0,0,0,0,1,52,0,7,0.5,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2436,H3560301,Central,1,0,0,0,0,52,0,10,0.2,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2437,H3560401,Central,0,0,0,0,0,33,1,1,1,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2438,H3560402,Central,1,0,0,0,1,24,1,3,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2439,H3560501,Central,1,0,0,0,0,62,0,4,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2440,H3560601,Central,0,0,0,0,1,46,1,5,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2443,H3560901,Central,1,0,0,0,1,49,1,2,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2444,H3561001,Central,1,0,0,0,0,39,0,2,1,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2445,H3561002,Central,0,0,0,0,1,36,1,2,0,18.0996953,27.80875015,1232.25,3.211131334,0,-0.344248
2446,H3570101,Central,1,0.001407084,0.134764244,0.172960801,1,52,1,5,0.333333333,45.21052055,25.02522469,1249,3.823252439,0,-0.39491028
2447,H3570201,Central,1,0,0.031658878,0.043186822,1,75,1,9,0,48.57125151,22.19496346,1279.6875,4.003149509,0,-0.50883049
2448,H3570202,Central,0,0.001948701,0.014568195,0.059788096,1,21,0,1,0,11.12682788,43.34540939,1178.0625,2.443967819,0,0.27773544
2449,H3570301,Central,0,0.001407084,0.134764244,0.172960801,0,33,0,6,0,45.21052055,25.02522469,1249,3.823252439,0,-0.39491028
2450,H3570401,Central,0,0.001407084,0.134764244,0.172960801,0,29,0,14,0.333333333,45.21052055,25.02522469,1249,3.823252439,0,-0.39491028
2451,H3570501,Central,0,0.001407084,0.134764244,0.172960801,0,26,0,3,1,45.21052055,25.02522469,1249,3.823252439,0,-0.39491028
